"CRN","Course","*Campus","Days","Date","Time","Location","Hrs","Type","Title","Instructor","Seats","Limit","Enroll","Waitlist","Course Fees","Catalog"
"21683","CSE 5089-02","M","T R","08/14/2023-12/08/2023","0930-1045","TBA","3","CLAS","Machine Learning","No Given Name Ramyaa","14","15","1","0","$30","https://catalog.nmt.edu/courses/CSE5089",""
"21702","CSE 5089-03","M","T R","08/14/2023-12/08/2023","1530-1645","TBA","3","CLAS","AI and Cybersecurity","Dongwan Shin","15","15","0","0","$30","https://catalog.nmt.edu/courses/CSE5089",""
"21705","CSE 5089-04","M","M","08/14/2023-12/08/2023","1600-1830","TBA","3","CLAS","Smart & Secure Sensory Systems","Hamdy Soliman","15","15","0","0","$30","https://catalog.nmt.edu/courses/CSE5089",""
"21709","CSE 5089-04D","DE","M","08/14/2023-12/08/2023","1600-1830","WEB-V","3","CLAS","Smart & Secure Sensory Systems","Hamdy Soliman","15","15","0","0","$30","https://catalog.nmt.edu/courses/CSE5089",""
"21713","CSE 5089-05","M","T R","08/14/2023-12/08/2023","1530-1645","TBA","3","CLAS","Predictive Data Analysis","Jun Zheng","15","15","0","0","$30","https://catalog.nmt.edu/courses/CSE5089",""
"21685","CSE 5090-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5090",""
"22248","CSE 5090-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Subhasish Mazumdar","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5090",""
"21689","CSE 5090-03","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","No Given Name Ramyaa","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5090",""
"21691","CSE 5090-04","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5090",""
"21692","CSE 5090-05","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Hamdy Soliman","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5090",""
"21693","CSE 5090-06","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Jun Zheng","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5090",""
"21695","CSE 5090-07","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Clinton L. Jeffery","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5090",""
"21696","CSE 5091-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5091",""
"21698","CSE 5091-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Subhasish Mazumdar","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5091",""
"21700","CSE 5091-03","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","No Given Name Ramyaa","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5091",""
"21721","CSE 5091-04","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5091",""
"21739","CSE 5091-05","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Hamdy Soliman","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5091",""
"21745","CSE 5091-06","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Jun Zheng","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5091",""
"21746","CSE 5091-07","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Clinton L. Jeffery","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5091",""
"21747","CSE 5095-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5095",""
"21749","CSE 5095-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Subhasish Mazumdar","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5095",""
"21753","CSE 5095-03","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","No Given Name Ramyaa","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5095",""
"21755","CSE 5095-04","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5095",""
"21756","CSE 5095-05","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Hamdy Soliman","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5095",""
"21757","CSE 5095-06","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Jun Zheng","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5095",""
"21759","CSE 5095-07","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Clinton L. Jeffery","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE5095",""
"21686","CSE 590-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Subhasish Mazumdar","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE590",""
"21822","CYBS 5000-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Directed Research","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5000",""
"21825","CYBS 5000-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Directed Research","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5000",""
"21827","CYBS 5002-01D","DE","W","08/14/2023-12/08/2023","1415-1645","WEB-V","3","CLAS","Cybersecurity Ethics and Law","Christopher J. ChoGlueck","15","15","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5002",""
"21858","CYBS 5005-01","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Data Science for Cybersecurity","Subhasish Mazumdar","0","0","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5005",""
"21828","CYBS 5005-01D","DE","T R","08/14/2023-12/08/2023","1400-1515","WEB-V","3","CLAS","Data Science for Cybersecurity","Subhasish Mazumdar","15","15","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5005",""
"22033","CYBS 5014-01D","DE","M","08/14/2023-12/08/2023","1800-2100","WEB-V","3","CLAS","Comp Sec & Incident Response","Kelcey L. Tietjen","14","15","1","0","N/A","https://catalog.nmt.edu/courses/CYBS5014",""
"21862","CYBS 5041-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Advanced Cryptography","Dongwan Shin","15","15","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5041",""
"21830","CYBS 5041-01D","DE","T R","08/14/2023-12/08/2023","1230-1345","WEB-V","3","CLAS","Advanced Cryptography","Dongwan Shin","15","15","0","0","$30","https://catalog.nmt.edu/courses/CYBS5041",""
"21833","CYBS 5061-01D","DE","T","08/14/2023-12/08/2023","1530-1830","WEB-V","3","CLAS","Foundations of Cybersecurity","Blaine W. Burnham","15","15","0","0","$30","https://catalog.nmt.edu/courses/CYBS5061",""
"22037","CYBS 5089-01","M","T R","08/14/2023-12/08/2023","1100-1215","TBA","3","CLAS","AI and Cybersecurity","Dongwan Shin","15","15","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5089",""
"22040","CYBS 5089-01D","DE","T R","08/14/2023-12/08/2023","1100-1215","WEB-V","3","CLAS","AI and Cybersecurity","Dongwan Shin","15","15","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5089",""
"21838","CYBS 5090-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5090",""
"21842","CYBS 5090-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Independent Study","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5090",""
"21846","CYBS 5091-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5091",""
"21848","CYBS 5091-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5091",""
"21851","CYBS 5095-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5095",""
"21856","CYBS 5095-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS5095",""
"20768","ECON 2120-01","M","M W F","08/14/2023-12/08/2023","1100-1150","TBA","3","CLAS","Principles of Microeconomics","Suraj Ghimire","31","35","4","0","N/A","https://catalog.nmt.edu/courses/ECON2120",""
"21388","EDUC 0189-01","M","F","08/14/2023-12/08/2023","1400-1600","TBA","2","CLAS","Mentoring & Leadership","Theresa Apodaca","15","15","0","0","$40","https://catalog.nmt.edu/courses/EDUC0189",""
"21389","EDUC 3040-01","M","M W","08/14/2023-12/08/2023","1705-1820","TBA","3","CLAS","Concepts in Education","Theresa Apodaca","20","20","0","0","$40","https://catalog.nmt.edu/courses/EDUC3040",""
"21390","EDUC 3040-01D","DE","M W","08/14/2023-12/08/2023","1705-1820","WEB-V","3","CLAS","Concepts in Education","Theresa Apodaca","10","10","0","0","$40","https://catalog.nmt.edu/courses/EDUC3040",""
"21391","EDUC 4001-01","M","T R","08/14/2023-12/08/2023","1700-1815","TBA","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","14","15","1","0","$40","https://catalog.nmt.edu/courses/EDUC4001",""
"21392","EDUC 4001-01D","DE","T R","08/14/2023-12/08/2023","1700-1815","WEB-V","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","10","10","0","0","$40","https://catalog.nmt.edu/courses/EDUC4001",""
"21393","EDUC 4013-01","M","","08/14/2023-12/08/2023","","","9","CLAS","Student Teaching (Secondary)","Theresa Apodaca","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EDUC4013",""
"21394","EDUC 4014-01","M","","08/14/2023-12/08/2023","","","3","CLAS","Student Teaching Seminar","Theresa Apodaca","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EDUC4014",""
"21395","EDUC 5001-01","M","T R","08/14/2023-12/08/2023","1700-1815","TBA","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","10","10","0","0","$40","https://catalog.nmt.edu/courses/EDUC5001",""
"21396","EDUC 5001-01D","DE","T R","08/14/2023-12/08/2023","1700-1815","WEB-V","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","10","10","0","0","$40","https://catalog.nmt.edu/courses/EDUC5001",""
"21397","EDUC 5002-01","M","T R","08/14/2023-12/08/2023","1700-1815","TBA","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","5","5","0","0","$40","https://catalog.nmt.edu/courses/EDUC5002",""
"21398","EDUC 5002-01D","DE","T R","08/14/2023-12/08/2023","1700-1815","WEB-V","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","5","5","0","0","$40","https://catalog.nmt.edu/courses/EDUC5002",""
"21399","EDUC 5011-01","M","","08/14/2023-12/08/2023","","TBA","3","CLAS","Supervised Field Experience","Theresa Apodaca","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EDUC5011",""
"21400","EDUC 5012-01","M","","08/14/2023-12/08/2023","","","3","CLAS","Supervised Field Experience E","Theresa Apodaca","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EDUC5012",""
"22162","EE 0289-01","M","R","08/14/2023-12/08/2023","1400-1700","","1","CLAS","Measurement&Instrumentation La","Krishna Roy","30","30","0","0","$100","https://catalog.nmt.edu/courses/EE0289",""
"21379","EE 162-01","M","T","08/14/2023-12/08/2023","1400-1650","","1","CLAS","Basic Electronics Lab II","Chris Pauli","12","15","3","0","$100","https://catalog.nmt.edu/courses/EE162",""
"22132","EE 162-02","M","W","08/14/2023-12/08/2023","1400-1650","TBA","1","CLAS","Basic Electronics Lab II","Chris Pauli","15","15","0","0","$100","https://catalog.nmt.edu/courses/EE162",""
"22136","EE 211-01","M","M W F","08/14/2023-12/08/2023","1000-1050","TBA","3","CLAS","Circuits & Signals I","Anders M. Jorgensen","38","40","2","0","$10","https://catalog.nmt.edu/courses/EE211",""
"22137","EE 271-01","M","M W F","08/14/2023-12/08/2023","1100-1150","TBA","3","CLAS","Mathematical Engineering","Scott Teare","28","30","2","0","$30","https://catalog.nmt.edu/courses/EE271",""
"21381","EE 3011-01","M","M W F","08/14/2023-12/08/2023","1100-1150","","3","CLAS","Signals and Linear Systems","Krishna Roy","30","30","0","0","$10","https://catalog.nmt.edu/courses/EE3011",""
"22047","EE 3051-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Microcontrollers","Kevin Wedeward","25","30","5","0","$10","https://catalog.nmt.edu/courses/EE3051",""
"22052","EE 3053-01","M","M W F","08/14/2023-12/08/2023","1000-1050","TBA","3","CLAS","Analog Electronics","Rene Arechiga","27","30","3","0","$10","https://catalog.nmt.edu/courses/EE3053",""
"22054","EE 3061-01","M","M W","08/14/2023-12/08/2023","1400-1700","TBA","2","CLAS","Mixed Electronics Lab I","Sihua Shao","30","30","0","0","$225","https://catalog.nmt.edu/courses/EE3061",""
"22122","EE 4011-01","M","M W F","08/14/2023-12/08/2023","0900-0950","TBA","3","CLAS","Stochastic Processes and Comm","Sihua Shao","22","30","8","0","$10","https://catalog.nmt.edu/courses/EE4011",""
"22125","EE 4031-01","M","M W F","08/14/2023-12/08/2023","1100-1150","TBA","3","CLAS","Electrodynamics","Anders M. Jorgensen","23","30","7","0","$10","https://catalog.nmt.edu/courses/EE4031",""
"22127","EE 4081-01","M","M W","08/14/2023-12/08/2023","1200-1250","TBA","3","CLAS","Capstone Design I","Kevin Wedeward","17","25","8","0","$10","https://catalog.nmt.edu/courses/EE4081",""
"22129","EE 4081L-01","M","","08/14/2023-12/08/2023","","TBA","0","CLAS","Capstone Design I Lab","Kevin Wedeward","17","25","8","0","$10","https://catalog.nmt.edu/courses/EE4081",""
"22163","EE 5045-01","M","T R","08/14/2023-12/08/2023","1100-1215","TBA","3","CLAS","Digital Communication I","Aly I. El-Osery","13","15","2","0","$10","https://catalog.nmt.edu/courses/EE5045",""
"22139","EE 5091-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Rene Arechiga","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE5091",""
"22141","EE 5091-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Aly I. El-Osery","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE5091",""
"22143","EE 5091-03","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Anders M. Jorgensen","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE5091",""
"22144","EE 5091-04","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Seda Senay","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE5091",""
"22145","EE 5091-05","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Sihua Shao","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE5091",""
"22146","EE 5091-06","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Scott Teare","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE5091",""
"22147","EE 5091-07","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Kevin Wedeward","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE5091",""
"22150","EE 5091-08","M","","08/14/2023-12/08/2023","","","1","CLAS","Thesis","Krishna Roy","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE5091",""
"22148","EE 5095-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Rene Arechiga","5","5","0","0","$25","https://catalog.nmt.edu/courses/EE5095",""
"22149","EE 5095-02","M","","08/14/2023-12/08/2023","","","12","CLAS","Dissertation","Aly I. El-Osery","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE5095",""
"22152","EE 5095-03","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Anders M. Jorgensen","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE5095",""
"22153","EE 5095-04","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Seda Senay","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE5095",""
"22154","EE 5095-05","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Sihua Shao","4","5","1","0","N/A","https://catalog.nmt.edu/courses/EE5095",""
"22156","EE 5095-06","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Scott Teare","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE5095",""
"22157","EE 5095-07","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Kevin Wedeward","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE5095",""
"22159","EE 5095-08","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Krishna Roy","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE5095",""
"21797","EMGT 5001-01D","DE","T","08/14/2023-12/08/2023","1700-2000","WEB-V","3","CLAS","Mgt Science for Engr Mgt","Jiakai Zhang","18","20","2","0","$25","https://catalog.nmt.edu/courses/EMGT5001",""
"22468","EMGT 5001-02","M","T","08/14/2023-12/08/2023","1700-2000","","3","CLAS","Mgt Science for Engr Mgt","Jiakai Zhang","20","20","0","0","N/A","https://catalog.nmt.edu/courses/EMGT5001",""
"21901","EMGT 5004-01D","DE","W","08/14/2023-12/08/2023","1700-2000","WEB-V","3","CLAS","Engineering Statistics","Suraj Ghimire","20","20","0","0","$25","https://catalog.nmt.edu/courses/EMGT5004",""
"22469","EMGT 5004-02","M","W","08/14/2023-12/08/2023","1700-2000","","3","CLAS","Engineering Statistics","Suraj Ghimire","20","20","0","0","N/A","https://catalog.nmt.edu/courses/EMGT5004",""
"21801","EMGT 5006-01D","DE","M","08/14/2023-12/08/2023","1700-2000","WEB-V","3","CLAS","Managing HR in Tech Organizati","Franklin Reinow","20","20","0","0","$25","https://catalog.nmt.edu/courses/EMGT5006",""
"22470","EMGT 5006-02","M","M","08/14/2023-12/08/2023","1700-2000","","3","CLAS","Managing HR in Tech Organizati","Franklin Reinow","20","20","0","0","N/A","https://catalog.nmt.edu/courses/EMGT5006",""
"21804","EMGT 5007-01D","DE","R","08/14/2023-12/08/2023","1700-2000","WEB-V","3","CLAS","Technology Entrepreneurship","","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EMGT5007",""
"21807","EMGT 5090-01","M","","08/14/2023-12/08/2023","","TBA","1","CLAS","Final Project","Franklin Reinow","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EMGT5090",""
"21809","EMGT 5090-02D","DE","","08/14/2023-12/08/2023","","WEB-V","1","CLAS","Final Project","Jiakai Zhang","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EMGT5090",""
"20222","ES 110-01","M","M W","08/14/2023-12/08/2023","1200-1250","","2","CLAS","Intro to Engineering Design","","19","24","5","0","$30","https://catalog.nmt.edu/courses/ES110",""
"20247","ES 110L-01","M","M","08/14/2023-12/08/2023","1400-1550","","0","CLAS","Intro Engineering Lab","","11","12","1","0","N/A","https://catalog.nmt.edu/courses/ES110",""
"20233","ES 110L-02","M","W","08/14/2023-12/08/2023","1400-1550","","0","CLAS","Intro Engineering Lab","","8","12","4","0","N/A","https://catalog.nmt.edu/courses/ES110",""
"20137","ES 201-01","M","T R","08/14/2023-12/08/2023","1230-1345","","3","CLAS","Statics","Hollis J. Dinwiddie","37","40","3","0","$25","https://catalog.nmt.edu/courses/ES201",""
"20206","ES 201-02","M","M W F","08/14/2023-12/08/2023","1000-1050","","3","CLAS","Statics","Hollis J. Dinwiddie","38","40","2","0","$25","https://catalog.nmt.edu/courses/ES201",""
"20012","ES 216-01","M","T R","08/14/2023-12/08/2023","1100-1215","","3","CLAS","Engineering Fluid Mechanics","Sayavur Bakhtiyarov","35","35","0","0","$25","https://catalog.nmt.edu/courses/ES216",""
"20277","ES 216-02","M","M W F","08/14/2023-12/08/2023","1100-1150","","3","CLAS","Engineering Fluid Mechanics","Her Yuan Chen","31","35","4","0","$25","https://catalog.nmt.edu/courses/ES216",""
"21401","ES 3002-01","M","M W F","08/14/2023-12/08/2023","1100-1150","","3","CLAS","Mechanics of Materials","","35","40","5","0","N/A","https://catalog.nmt.edu/courses/ES3002",""
"21402","ES 3003-01","M","T R","08/14/2023-12/08/2023","0930-1045","","3","CLAS","Engineering Dynamics","Sayavur Bakhtiyarov","20","35","15","0","N/A","https://catalog.nmt.edu/courses/ES3003",""
"21403","ES 3016-01","M","T R","08/14/2023-12/08/2023","1100-1215","","3","CLAS","Engineering Economics","Ashok K. Ghosh","32","40","8","0","N/A","https://catalog.nmt.edu/courses/ES3016",""
"21404","ES 3016-02","M","T R","08/14/2023-12/08/2023","0930-1045","","3","CLAS","Engineering Economics","","35","40","5","0","N/A","https://catalog.nmt.edu/courses/ES3016",""
"21405","ES 3032-01","M","M W F","08/14/2023-12/08/2023","1100-1150","","3","CLAS","Electrical Engineering","Hollis J. Dinwiddie","30","35","5","0","$25","https://catalog.nmt.edu/courses/ES3032",""
"21406","ES 3047-01","M","T R","08/14/2023-12/08/2023","1230-1345","","3","CLAS","Thermodynamics","Michael J. Hargather","30","35","5","0","N/A","https://catalog.nmt.edu/courses/ES3047",""
"21407","ES 3047-02","M","M W F","08/14/2023-12/08/2023","0900-0950","","3","CLAS","Thermodynamics","","32","35","3","0","N/A","https://catalog.nmt.edu/courses/ES3047",""
"21408","ES 3050-01","M","M W F","08/14/2023-12/08/2023","1000-1050","","3","CLAS","Heat & Mass Transfer","","37","50","13","0","N/A","https://catalog.nmt.edu/courses/ES3050",""
"21409","ES 4005L-01","M","F","08/14/2023-12/08/2023","1300-1500","","1","CLAS","Inst.,Meas.,& Proc. Cont. LabI","Seth T. Price","19","20","1","0","N/A","https://catalog.nmt.edu/courses/ES4005",""
"20492","ENGL 1110-01","M","M W F","08/14/2023-12/08/2023","1000-1050","TBA","3","CLAS","Composition I","Eric Lackey","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"20493","ENGL 1110-02","M","M W F","08/14/2023-12/08/2023","1100-1150","TBA","3","CLAS","Composition I","Eric Lackey","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"20494","ENGL 1110-03","M","M W F","08/14/2023-12/08/2023","1200-1250","TBA","3","CLAS","Composition I","Jamie Olson","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"20495","ENGL 1110-04","M","M W F","08/14/2023-12/08/2023","1300-1350","TBA","3","CLAS","Composition I","Eric Lackey","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"20635","ENGL 1110-05","M","T R","08/14/2023-12/08/2023","0930-1045","TBA","3","CLAS","Composition I","Rachel L. Cruz","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"21111","ENGL 1110-08","M","T R","08/14/2023-12/08/2023","1530-1645","TBA","3","CLAS","Composition I","Rachel L. Cruz","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"21175","ENGL 1110-09","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Composition I","Marina Choy","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"20496","ENGL 1120-01","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Composition II","Karl R. Rowe","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"20497","ENGL 1120-02","M","M W F","08/14/2023-12/08/2023","0900-0950","TBA","3","CLAS","Composition II","Jamie Olson","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"20638","ENGL 1120-03","M","M W F","08/14/2023-12/08/2023","1000-1050","TBA","3","CLAS","Composition II","Jamie Olson","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"20639","ENGL 1120-04","M","M W F","08/14/2023-12/08/2023","1300-1350","TBA","3","CLAS","Composition II","James R. Olson","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"20640","ENGL 1120-05","M","M W F","08/14/2023-12/08/2023","1400-1450","TBA","3","CLAS","Composition II","Eric Lackey","20","20","0","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"21274","ENGL 3041-01","M","T R","08/14/2023-12/08/2023","0930-1045","TBA","3","CLAS","Technical Writing","Marina Choy","15","20","5","0","$25","https://catalog.nmt.edu/courses/ENGL3041",""
"21275","ENGL 3041-02","M","T R","08/14/2023-12/08/2023","1100-1215","TBA","3","CLAS","Technical Writing","Marina Choy","16","20","4","0","$25","https://catalog.nmt.edu/courses/ENGL3041",""
"21281","ENGL 3041-03","M","T R","08/14/2023-12/08/2023","1530-1645","TBA","3","CLAS","Technical Writing","Marina Choy","18","20","2","0","$25","https://catalog.nmt.edu/courses/ENGL3041",""
"21292","ENGL 3041-04","M","T R","08/14/2023-12/08/2023","0800-0915","TBA","3","CLAS","Technical Writing","Elisabeth A. Kramer-Simpson","19","20","1","0","$25","https://catalog.nmt.edu/courses/ENGL3041",""
"22277","EXPL 4045-01","M","T R","08/14/2023-12/08/2023","0930-1045","TBA","3","CLAS","Introduction to Explosives Eng","Seok Bin Lim","7","10","3","0","$60","https://catalog.nmt.edu/courses/EXPL4045",""
"22281","EXPL 4052-01","M","F","08/14/2023-12/08/2023","0800-1030","TBA","3","CLAS","Explosives Technology & Apps","Jerome H. Stofleth","10","10","0","0","$60","https://catalog.nmt.edu/courses/EXPL4052",""
"21463","FDMA 1266-01","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Digital Tech Visual Art- Fresh","Rebecca M. Spruill","10","10","0","0","$25","https://catalog.nmt.edu/courses/FDMA1266",""
"21464","FDMA 1266-02","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Digital Techq: Visual Art","Rebecca M. Spruill","9","10","1","0","$25","https://catalog.nmt.edu/courses/FDMA1266",""
"21293","GEOB 5000-01","M","R","08/14/2023-12/08/2023","1600-1700","","1","CLAS","Directed Study","Daniel S. Jones","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOB5000",""
"22023","GEOB 5089-01","M","W F","08/14/2023-12/08/2023","1200-1250","","2","CLAS","Geo Justice","Kate C. Leary & Veronica B. Prush","15","15","0","0","N/A","https://catalog.nmt.edu/courses/GEOB5089",""
"22041","GEOB 5089-02","M","W","08/14/2023-12/08/2023","1300-1350","","1","CLAS","Fndmtls of Sci comput sem","John Naliboff","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOB5089",""
"21294","GEOB 5093-01","M","R","08/14/2023-12/08/2023","1600-1700","","1","CLAS","Seminar","","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOB5093",""
"21295","GEOB 5095-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Dissertation","Daniel S. Jones","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOB5095",""
"21296","GEOC 5000-01","M","","08/14/2023-12/08/2023","","","1","CLAS","Directed Research","Nelia Dunbar","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOC5000",""
"21298","GEOC 5000-02","M","","08/14/2023-12/08/2023","","","1","CLAS","Directed Research","Bonnie Frey","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOC5000",""
"21300","GEOC 5000-03","M","","08/14/2023-12/08/2023","","","1","CLAS","Directed Research","Alexander Gysi","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOC5000",""
